x, y, z
-10.717557, -269.694672, -105.007637
-8.885496, -297.465637, -104.458015
-6.717557, -315.862610, -101.267174
-4.916030, -340.702301, -98.259544
2.564885, -339.923676, -94.030533
9.908397, -358.122131, -87.893127
14.854961, -364.641235, -81.816795
26.778625, -373.740448, -72.656487
40.503819, -379.175568, -63.328243
54.534351, -385.175568, -54.396946
68.916031, -386.473297, -43.587788
83.893127, -381.251923, -30.198473
103.267174, -372.916016, -14.366412
129.664124, -374.458008, -4.030534
150.748093, -381.083984, 11.145039
170.671753, -390.442749, 27.435114
186.381683, -399.358765, 43.877861
199.832062, -394.458008, 57.389313
213.847336, -378.030548, 69.557251
228.870224, -350.595428, 78.854965
243.786255, -312.503815, 84.381676
259.022888, -271.190826, 87.633591
273.664124, -228.625961, 88.000000
282.305328, -191.328247, 85.847328
284.854950, -161.755722, 81.083969
280.839691, -134.916031, 74.396950
273.007629, -110.748093, 64.351143
265.099243, -80.351143, 51.740459
260.534363, -46.931297, 34.549618
258.519073, -10.793893, 15.083969
255.969467, 24.076336, -4.900764
248.610687, 54.106869, -21.175573
234.595413, 77.129768, -36.778625
215.786255, 93.755722, -50.793892
198.687027, 106.702293, -63.709923
188.305344, 116.778625, -76.854965
190.748093, 127.206108, -90.580154
207.725189, 142.244278, -102.610687
230.366409, 158.106873, -109.603050
247.206100, 176.961838, -109.099236
247.480911, 191.328247, -100.259544
234.396942, 206.961838, -85.664124
212.137405, 223.694656, -68.137405
185.984726, 243.358780, -52.244274
161.206100, 268.503815, -39.938931
144.274811, 295.343506, -33.847328
130.564880, 321.343506, -33.496181
111.587784, 343.374054, -36.198475
85.496185, 357.435120, -43.007633
57.541985, 362.656494, -50.885498
26.671755, 357.923676, -63.312977
-3.053435, 341.847321, -77.343513
-37.801525, 316.549622, -95.251907
-73.832062, 287.236633, -117.267174
-114.412216, 255.954193, -146.229004
-161.236649, 228.748093, -178.229004
-209.099243, 197.877869, -204.580154
-252.809158, 163.267181, -234.412216
-293.129761, 124.748093, -263.099243
-331.328247, 84.152672, -290.213745
-365.679382, 43.053436, -315.236633
-400.366425, 2.610687, -338.916016
-419.923676, -36.809162, -359.832062
-429.847321, -73.740456, -374.702301
-438.992371, -104.229004, -386.259552
-444.106873, -126.916031, -392.320618
-448.977112, -143.755722, -395.099243
-447.160309, -154.595413, -393.419861
-439.664124, -162.778625, -388.992371
-421.572510, -169.160309, -380.870239
-394.916016, -175.160309, -368.366425
-346.442749, -185.068695, -360.152679
-281.328247, -195.862595, -343.114502
-215.862595, -217.740463, -311.862610
-152.625961, -227.450378, -296.610687
-89.770996, -229.374039, -261.419861
-33.526718, -221.618317, -220.061066
18.045801, -198.183212, -171.114502
65.404579, -168.717560, -119.648857
113.053436, -142.396942, -70.259544
173.618317, -123.358780, -19.572519
234.687027, -108.320610, 25.893129
297.404572, -99.114502, 68.748093
350.061066, -90.793892, 108.000000
390.167938, -78.671753, 140.916031
423.832062, -63.694656, 166.351151
451.297699, -46.167938, 186.229004
473.816803, -30.259542, 195.145035
494.152679, -21.328245, 201.755722
500.259552, -21.801527, 205.541992
500.259552, -37.236641, 206.183212
500.259552, -56.977100, 204.061066
500.259552, -77.908394, 199.129776
500.259552, -92.564888, 191.801529
499.267181, -99.633591, 177.267181
482.503815, -101.694656, 161.083969
463.251923, -101.450378, 143.297714
432.152679, -100.916031, 125.603050
395.206116, -98.213737, 107.251907
355.007629, -87.374046, 86.916031
314.045807, -67.221375, 63.648853
273.007629, -37.328243, 35.786259
229.267181, 0.916031, 7.160306
190.503815, 41.251907, -21.496183
149.282440, 80.488548, -49.511452
105.740456, 114.106873, -75.770996
63.557251, 142.000000, -98.183205
27.007633, 166.198471, -116.152672
-7.770992, 192.748093, -129.679382
-34.717556, 224.366409, -145.221375
-52.290077, 258.641235, -166.839691
-64.549622, 290.900757, -192.793900
-79.114502, 316.824432, -220.412216
-97.328247, 332.595428, -247.114502
-121.709923, 342.564880, -268.717560
-151.603058, 342.717560, -285.282440
-183.083969, 338.244263, -296.030548
-209.526718, 337.725189, -302.351135
-226.717560, 340.503815, -308.625946
-237.694656, 346.030548, -314.854950
-260.335876, 352.610687, -315.282440
-284.473297, 329.618317, -314.839691
-313.160309, 312.305328, -315.954193
-330.076324, 283.053436, -317.709930
-346.870239, 235.847336, -320.885498
-354.717560, 183.618317, -326.488556
-356.763367, 136.931305, -334.320618
-356.061066, 84.671753, -342.748077
-352.000000, 37.984734, -351.389313
-344.229004, -15.786260, -357.862610
-334.305328, -62.961834, -362.687012
-325.389313, -105.664124, -364.870239
-316.305328, -141.435120, -366.122131
-305.603058, -168.595413, -366.519073
-290.824432, -187.404587, -365.374054
-272.488556, -205.679382, -364.427490
-256.427490, -225.083969, -359.435120
-217.114502, -236.748093, -352.687012
-183.908401, -257.816803, -345.251923
-146.259537, -279.847321, -332.091614
-104.839691, -299.450378, -315.083984
-61.236641, -316.702301, -294.488556
-16.030535, -331.938934, -271.007629
28.916031, -337.893127, -243.511444
66.656487, -318.854950, -219.419846
136.687027, -325.328247, -177.419846
201.068695, -308.595428, -139.419846
267.145050, -290.824432, -97.969467
322.519073, -271.175568, -52.015266
362.274811, -248.610687, -3.374046
391.984741, -221.648849, 44.213741
416.305328, -193.511444, 88.015266
442.396942, -162.839691, 124.198471
463.419861, -131.969467, 152.473282
478.809174, -104.366409, 171.923660
488.396942, -74.091606, 183.114502
492.625946, -45.587788, 185.847336
491.190826, -19.587786, 181.419846
483.664124, -0.244275, 172.061066
473.221375, 6.381680, 158.000000
457.587799, 5.206107, 141.755722
437.938934, -5.709924, 122.809158
416.061066, -20.610687, 102.610687
391.832062, -36.351147, 81.160309
366.229004, -50.396946, 60.259541
335.633575, -56.396946, 38.030533
304.931305, -60.961834, 18.213741
260.931305, -49.160305, -1.954198
217.572525, -41.419846, -18.793894
169.251907, -35.786259, -33.618320
115.190842, -30.351145, -46.748093
62.839695, -28.793894, -58.045803
13.969465, -27.282442, -67.725189
-31.267176, -28.015266, -78.564888
-65.145035, -26.564886, -88.122139
-90.152672, -20.595419, -96.824425
-111.404579, -11.969465, -106.335876
-129.145035, -1.664122, -112.580154
-144.229004, 8.580153, -118.854965
-153.129776, 12.961832, -123.312981
-159.221375, 12.671756, -127.175575
-159.923660, 9.389313, -131.770996
-153.679382, 13.404580, -138.122131
-136.977097, 28.335878, -147.847336
-113.328247, 54.488548, -157.755722
-83.053436, 86.488548, -167.083969
-55.725189, 124.366409, -169.175568
-33.053436, 161.404587, -185.343506
-18.839695, 188.106873, -154.442749
1.160305, 206.305344, -135.908401
31.633587, 207.908401, -113.114502
76.290077, 209.038162, -86.534348
131.480911, 208.778625, -58.152672
189.114502, 205.740463, -28.870230
241.343506, 203.694656, 1.679389
286.305328, 197.786255, 30.396946
324.656494, 191.358780, 57.190838
355.328247, 179.007629, 79.557251
380.015259, 166.106873, 96.839691
397.847321, 148.961838, 112.595421
407.190826, 133.603058, 121.282440
399.419861, 120.015266, 128.793900
388.045807, 102.916031, 132.610687
369.664124, 83.129768, 134.641220
342.229004, 62.610687, 132.946564
311.526703, 43.450382, 129.160309
274.122131, 28.030535, 122.717560
228.259537, 14.167939, 111.511452
168.106873, 4.824428, 102.473282
102.396950, -6.366412, 90.229004
27.679390, -17.160305, 80.061066
-45.984734, -26.854961, 65.648857
-117.114502, -35.587788, 47.541985
-189.938934, -41.068703, 30.503817
-261.175568, -47.053436, 11.465649
-332.717560, -48.061069, -5.450382
-398.854950, -47.175571, -23.068703
-462.106873, -42.732826, -40.076336
-500.274811, -40.809162, -58.137405
-500.274811, -40.351147, -74.595421
-500.274811, -44.671757, -90.259544
-500.274811, -50.702290, -101.007637
-500.274811, -59.893131, -112.427483
-500.274811, -69.022903, -118.763359
-500.274811, -79.862595, -127.297707
-500.274811, -90.549622, -132.458008
-500.274811, -99.450378, -132.961838
-500.274811, -107.557251, -131.664124
-500.274811, -115.587784, -128.488556
-495.221375, -121.358780, -123.648857
-454.793884, -126.396950, -117.648857
-407.694672, -131.221375, -110.274811
-354.763367, -135.038162, -102.335876
-297.709930, -136.824432, -93.664124
-236.961838, -135.679382, -84.244278
-171.709930, -131.633591, -73.526718
-106.381676, -122.946564, -60.946564
-42.106869, -112.000000, -46.473282
