x, y, z
-0.061069, 0.076336, -0.091603
0.061069, 0.076336, -0.030534
0.000000, -0.076336, -0.015267
0.106870, -0.045802, 0.030534
0.015267, 0.122137, -0.137405
0.091603, -0.122137, 0.259542
0.045802, -0.213740, -0.030534
0.137405, 0.091603, 0.091603
-0.015267, 0.030534, 0.030534
-0.015267, -0.259542, -0.152672
-0.045802, 0.122137, -0.076336
